Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,anomaly_label,anomaly_score,cluster,pred_cluster,Alert_Type
443,63369830,7,2,187,92,46,6,26.7142857143,20.0890873006,46,46,46.0,0.0,4.4027260291,0.1420234203,7921228.75,20328706.4608934,58034272,4,63369830,10561638.3333333,23347277.3181421,58034272,4,58109530,58109530.0,0.0,58109530,58109530,1,0,0,0,140,40,0.1104626602,0.0315607601,6,46,32.5,18.8635450892,355.8333333333,0,1,0,0,1,0,0,0,0,36.1111111111,26.7142857143,46.0,140,0,0,0,0,0,0,7,187,2,92,255,1080,6,20,75102.0,2009.5974721322,76523,73681,31604504.0,37377336.3559744,58034272,5174736,BENIGN,1,0.0008524196260178973,,,
53,253,2,2,80,180,40,40,40.0,0.0,90,90,90.0,0.0,1027667.984,15810.27668,84.33333333,140.0083331,246,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,7905.13834,7905.13834,40,90,60.0,27.38612788,750.0,0,0,0,0,0,0,0,0,1,75.0,40.0,90.0,64,0,0,0,0,0,0,2,80,2,180,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22780287155006484,,,
53,241,2,2,66,278,33,33,33.0,0.0,139,139,139.0,0.0,1427385.89211618,16597.510373444,80.3333333333,98.7994601875,191,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,40,40,8298.755186722,8298.755186722,33,139,75.4,58.0585910955,3370.8,0,0,0,0,0,0,0,0,1,94.25,33.0,139.0,40,0,0,0,0,0,0,2,66,2,278,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22085918720649916,,,
53,28321369,2,2,89,263,45,44,44.5,0.7071067812,141,122,131.5,13.4350288425,12.428777719,0.1412361104,9440456.33333333,16298075.6025642,28259853,30341,28290194,28290194.0,0.0,28290194,28290194,28291028,28291028.0,0.0,28291028,28291028,0,0,0,0,52,52,0.0706180552,0.0706180552,44,141,79.2,48.2151428495,2324.7,0,0,0,0,0,0,0,0,1,99.0,44.5,131.5,52,0,0,0,0,0,0,2,89,2,263,-1,-1,1,20,30341.0,0.0,30341,30341,28259853.0,0.0,28259853,28259853,BENIGN,1,0.10899897057710106,,,
80,10977703,5,5,718,229,718,0,143.6,321.099361569,229,0,45.8,102.4119133695,86.2657698063,0.9109373792,1219744.77777778,3302601.16282056,9998079,52,10103450,2525862.5,4981538.92500731,9998079,231,10926739,2731684.75,4892639.65761165,10048956,3228,0,0,0,0,168,168,0.4554686896,0.4554686896,0,718,86.0909090909,220.5531475837,48643.6909090909,0,0,0,1,0,0,0,0,1,94.7,143.6,45.8,168,0,0,0,0,0,0,5,718,5,229,29200,111,1,32,105371.0,0.0,105371,105371,9998079.0,0.0,9998079,9998079,BENIGN,1,0.15569746527663525,,,
443,9,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,1333333.33333333,222222.222222222,9.0,0.0,9,9,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,111111.111111111,111111.111111111,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,255,60,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.19503845076268816,,,
389,350551,14,12,5078,3988,1684,0,362.7142857143,595.5340755699,1268,0,332.3333333333,475.4594588077,25862.1427409992,74.1689511655,14022.04,58241.1826985281,289456,3,350492,26960.9230769231,80058.5262443062,289456,3,350494,31863.0909090909,102044.655504788,339486,3,0,0,0,0,304,264,39.9371275506,34.2318236148,0,1684,335.7777777778,526.9767425413,277704.487179487,0,0,0,1,0,0,0,0,0,348.6923076923,362.7142857143,332.3333333333,304,0,0,0,0,0,0,14,5078,12,3988,8192,0,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.14262418253894177,,,
80,115121801,16,14,517,752,433,0,32.3125,106.86048147,746,0,53.7142857143,199.2599494944,11.0231076041,0.2605935604,3969717.27586207,4857936.89733278,10009612,121,115121801,7674786.73333333,4157455.79338314,10046351,165,110512396,8500953.53846154,3760144.37086963,10046528,19862,0,0,0,0,332,424,0.1389832322,0.1216103282,0,746,40.935483871,151.9427382237,23086.5956989247,0,0,0,1,0,0,0,0,0,42.3,32.3125,53.7142857143,332,0,0,0,0,0,0,16,517,14,752,8192,343,15,20,61241.3636363636,81014.119214212,305508,36706,9985349.36363636,62927.6346326044,10009612,9796745,BENIGN,1,0.12946057594585514,,,
63732,57,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,210526.315789474,35087.7192982456,57.0,0.0,57,57,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17543.8596491228,17543.8596491228,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,299,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20653831269210743,,,
53,188,2,2,64,204,32,32,32.0,0.0,102,102,102.0,0.0,1425531.915,21276.59574,62.66666667,67.5450467,136,3,3,3.0,0.0,3,3,49,49.0,0.0,49,49,0,0,0,0,80,80,10638.29787,10638.29787,32,102,60.0,38.34057903,1470.0,0,0,0,0,0,0,0,0,1,75.0,32.0,102.0,80,0,0,0,0,0,0,2,64,2,204,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2204904373513777,,,
443,292250,17,12,871,11213,389,0,51.2352941176,110.78105062,1418,0,934.4166666667,680.7115873492,41348.1608212147,99.2301112062,10437.5,19894.1945812601,54120,0,292250,18265.625,23812.0978128765,54169,14,230046,20913.2727272727,36606.399858743,88759,3,0,0,0,0,556,392,58.1693755346,41.0607356715,0,1418,402.8,614.4303445272,377524.648275862,0,0,0,1,0,0,0,0,0,416.6896551724,51.2352941176,934.4166666667,556,0,0,0,0,0,0,17,871,12,11213,65535,349,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1539090566155355,,,
123,23819,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,4030.3959024308,83.9665813006,23819.0,0.0,23819,23819,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.9832906503,41.9832906503,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22572492999260835,,,
443,111455915,13,18,475,469,64,6,36.5384615385,23.764873885,60,6,26.0555555556,22.5296464091,8.4697164794,0.2781368759,3715197.16666667,7681617.17069424,24912061,158,111367920,9280660.0,10003688.8819829,25000450,80786,111405447,6553261.58823529,9359585.83585369,24912061,440,1,0,0,0,260,360,0.1166380447,0.1614988312,6,64,31.5,23.6411341904,558.9032258065,0,1,0,0,1,0,0,0,1,32.5161290323,36.5384615385,26.0555555556,260,0,0,0,0,0,0,13,475,18,469,251,118,12,20,175520.714285714,238239.69083727,715746,80786,15734154.5714286,8082459.09130233,24912061,5278347,BENIGN,1,0.005774579207683317,,,
443,5268749,11,10,2637,8149,1119,0,239.7272727273,368.4861166745,1955,0,814.9,732.7069218544,2047.1652758558,3.985765881,263437.45,1106372.6279491,4963408,8,5268616,526861.6,1559015.02215136,4963484,221,5235931,581770.111111111,1657495.16665151,5001294,49,0,0,0,0,240,208,2.0877821282,1.8979837529,0,1955,490.2727272727,623.8991968197,389250.207792208,0,0,0,1,0,0,0,0,0,513.619047619,239.7272727273,814.9,240,0,0,0,0,0,0,11,2637,10,8149,29200,12,10,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.13886559785904828,,,
53,162,2,2,60,264,30,30,30.0,0.0,132,132,132.0,0.0,2000000.0,24691.3580246914,54.0,87.4699948554,155,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12345.6790123457,12345.6790123457,30,132,70.8,55.8677008655,3121.2,0,0,0,0,0,0,0,0,1,88.5,30.0,132.0,40,0,0,0,0,0,0,2,60,2,264,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2223825306415283,,,
54876,49,2,0,37,0,31,6,18.5,17.6776695297,0,0,0.0,0.0,755102.040816327,40816.3265306122,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,1,0,0,0,40,0,40816.3265306122,0.0,6,31,22.6666666667,14.4337567297,208.3333333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,40,0,0,0,0,0,0,2,37,0,0,64,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.18908191097902205,,,
53,34467092,2,2,150,307,94,56,75.0,26.8700576851,222,85,153.5,96.8736290226,13.2590239989,0.1160527265,11489030.6666667,19831624.3783715,34388616,30922,34419538,34419538.0,0.0,34419538,34419538,34436170,34436170.0,0.0,34436170,34436170,0,0,0,0,40,52,0.0580263632,0.0580263632,56,222,110.2,64.4142841302,4149.2,0,0,0,0,0,0,0,0,1,137.75,75.0,153.5,40,0,0,0,0,0,0,2,150,2,307,-1,-1,1,20,30922.0,0.0,30922,30922,34388616.0,0.0,34388616,34388616,BENIGN,1,0.07741980713892416,,,
3910,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,21204,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20251867921436817,,,
443,144878,6,7,1627,3369,972,0,271.1666667,396.6945508,1460,0,481.2857143,620.8026295,34484.1867,89.73066994,12073.16667,13084.2217,33117,4,120348,24069.6,12487.9861,34155,3158,120792,20132.0,24176.38239,59729,4,0,0,0,0,132,152,41.41415536,48.31651458,0,1460,356.8571429,509.8257405,259922.2857,0,0,0,1,0,0,0,0,1,384.3076923,271.1666667,481.2857143,132,0,0,0,0,0,0,6,1627,7,3369,8192,63,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.17364751080462432,,,
53,192,2,2,66,178,33,33,33.0,0.0,89,89,89.0,0.0,1270833.33333333,20833.3333333333,64.0,104.7902667236,185,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,10416.6666666667,10416.6666666667,33,89,55.4,30.6724632203,940.8,0,0,0,0,0,0,0,0,1,69.25,33.0,89.0,64,0,0,0,0,0,0,2,66,2,178,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22780287155006484,,,
53,196,2,2,68,100,34,34,34.0,0.0,50,50,50.0,0.0,857142.857142857,20408.1632653061,65.3333333333,28.2901631903,98,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,40,40,10204.0816326531,10204.0816326531,34,50,40.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,50.5,34.0,50.0,40,0,0,0,0,0,0,2,68,2,100,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22660495772734707,,,
56184,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.31147541,32786.8852459016,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16393.4426229508,16393.4426229508,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,32,32850,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.19331481228554964,,,
53,65648535,2,2,101,178,55,46,50.5,6.3639610307,116,62,89.0,38.1837661841,4.2499044343,0.0609305295,21882845.0,37833860.601014,65569623,30570,65617965,65617965.0,0.0,65617965,65617965,65600193,65600193.0,0.0,65600193,65600193,0,0,0,0,52,64,0.0304652648,0.0304652648,46,116,66.8,28.0838031613,788.7,0,0,0,0,0,0,0,0,1,83.5,50.5,89.0,52,0,0,0,0,0,0,2,101,2,178,-1,-1,1,20,48342.0,0.0,48342,48342,65569623.0,0.0,65569623,65569623,BENIGN,1,0.005765294126257592,,,
53,142,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1380281.69014085,28169.014084507,47.3333333333,76.7875858022,136,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,14084.5070422535,14084.5070422535,41,57,47.4,8.7635609201,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22760408305938368,,,
443,3761885,13,11,1158,4074,517,0,89.0769230769,151.9218338151,1460,0,370.3636363636,565.6971403016,1390.7921161864,6.3797803495,163560.217391304,755160.099129796,3627312,1,3761885,313490.416666667,1058753.9577502,3675357,1,111469,11146.9,16302.4370601453,48094,1,0,0,0,0,272,232,3.455714356,2.9240659935,0,1460,209.28,407.9499070556,166423.126666667,0,0,0,1,0,0,0,0,0,218.0,89.0769230769,370.3636363636,272,0,0,0,0,0,0,13,1158,11,4074,8192,290,12,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1827226954116526,,,
53,48616,2,2,56,112,28,28,28.0,0.0,56,56,56.0,0.0,3455.6524600955,82.2774395261,16205.3333333333,28023.4368044559,48564,3,49,49.0,0.0,49,49,3,3.0,0.0,3,3,0,0,0,0,40,40,41.138719763,41.138719763,28,56,39.2,15.3362316101,235.2,0,0,0,0,0,0,0,0,1,49.0,28.0,56.0,40,0,0,0,0,0,0,2,56,2,112,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2343624733664038,,,
53,47819,2,2,68,370,34,34,34.0,0.0,185,185,185.0,0.0,9159.5390953387,83.6487588615,15939.6666666667,27564.1544099095,47768,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,40,41.8243794308,41.8243794308,34,185,94.4,82.7061061833,6840.3,0,0,0,0,0,0,0,0,1,118.0,34.0,185.0,64,0,0,0,0,0,0,2,68,2,370,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.21646453899030366,,,
58915,58,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,34482.7586206897,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,17241.3793103448,17241.3793103448,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,5101,65535,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.20180482669910754,,,
443,150146,27,31,647,49510,405,0,23.962962963,81.8185052801,4344,0,1597.0967741936,987.5830548985,334054.853276145,386.2906770743,2634.1403508772,6416.0578975127,23660,1,150146,5774.8461538462,9507.6558191483,25489,3,106711,3557.0333333333,7880.9917434876,24159,1,0,0,0,0,968,1000,179.8249703622,206.4657067121,0,4344,850.1186440678,1065.7846726424,1135896.96843951,0,0,0,1,0,0,0,0,1,864.775862069,23.962962963,1597.0967741936,968,0,0,0,0,0,0,27,647,31,49510,65535,31,5,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.06667244803270156,,,
53957,70916604,7,10,11613,68,5840,0,1659.0,2429.621575,20,0,6.8,5.006662228,164.7145991,0.239718191,4432287.75,16200000.0,64800000,0,70900000,11800000.0,28600000.0,70300000,3,70200000,7805496.778,21500000.0,64800000,0,0,0,0,0,152,212,0.09870749,0.1410107,0,5840,649.2777778,1664.45447,2770408.683,0,0,0,0,1,1,0,0,1,687.4705882,1659.0,6.8,152,0,0,0,0,0,0,7,11613,10,68,229,256,5,20,36986.0,0.0,36986,36986,35100000.0,42000000.0,64800000,5390832,BENIGN,-1,-0.04895595176135936,,,
58302,7,2,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,428571.428571429,3.5,0.7071067812,4,3,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,32,285714.285714286,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,1,0,357,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.1506857856196755,,,
61460,97887093,5,10,11613,68,11595,0,2322.6,5183.42983,20,0,6.8,5.006662228,119.3313607,0.153237772,6991935.214,25900000.0,97100000,1,97900000,24500000.0,48500000.0,97200000,13,97200000,10800000.0,32400000.0,97100000,1,0,0,0,0,112,212,0.051079257,0.102158514,0,11595,730.4375,2897.219747,8393882.263,0,0,0,0,1,1,0,0,2,779.1333333,2322.6,6.8,112,0,0,0,0,0,0,5,11613,10,68,229,256,3,20,33537.0,0.0,33537,33537,97100000.0,0.0,97100000,97100000,BENIGN,-1,-0.12381931022314285,,,
49545,32,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,375000.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31250.0,31250.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,117,16199,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.19515061049912563,,,
52757,3988232,1,5,6,30,6,6,6.0,0.0,6,6,6.0,0.0,9.026556128,1.504426021,797646.4,1768968.975,3962038,3,0,0.0,0.0,0,0,3983998,995999.5,1977382.604,3962038,3,0,0,0,0,20,100,0.25073767,1.253688351,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,5,7.0,6.0,6.0,20,0,0,0,0,0,0,1,6,5,30,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.16412136158386487,,,
53,31121,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,3534.590791,64.26528711,31121.0,0.0,31121,31121,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,32.13264355,32.13264355,47,63,52.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,20,0,0,0,0,0,0,1,47,1,63,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22842627495988876,,,
53,30942,2,2,68,158,34,34,34.0,0.0,79,79,79.0,0.0,7303.9881067804,129.2741257837,10314.0,17858.3098584385,30935,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,64.6370628919,64.6370628919,34,79,52.0,24.6475150877,607.5,0,0,0,0,0,0,0,0,1,65.0,34.0,79.0,40,0,0,0,0,0,0,2,68,2,158,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2327236398674698,,,
53,497,1,1,52,129,52,52,52.0,0.0,129,129,129.0,0.0,364185.110663984,4024.1448692153,497.0,0.0,497,497,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,2012.0724346077,2012.0724346077,52,129,77.6666666667,44.4559707276,1976.3333333333,0,0,0,0,0,0,0,0,1,116.5,52.0,129.0,32,0,0,0,0,0,0,1,52,1,129,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.21905966605794314,,,
443,10206157,12,12,1322,5973,517,0,110.1666666667,187.7105282722,1448,0,497.75,577.1426678828,714.7646268816,2.3515217334,443745.956521739,2082414.14080473,9996066,3,10206157,927832.454545455,3007683.01696879,9996066,3,187133,17012.0909090909,32275.0848595462,98340,48,0,0,0,0,392,392,1.1757608667,1.1757608667,0,1448,291.8,458.3320303012,210068.25,0,0,0,1,0,0,0,0,1,303.9583333333,110.1666666667,497.75,392,0,0,0,0,0,0,12,1322,12,5973,29200,33,5,32,206770.0,0.0,206770,206770,9996066.0,0.0,9996066,9996066,BENIGN,1,0.15125158093538837,,,
80,60803324,11,8,338,627,284,0,30.7272727273,84.0203438568,589,2,78.375,206.3284050108,15.8708428506,0.3124829162,3377962.44444444,4793922.36319232,9998542,90,60803324,6080332.4,5051131.22710882,10030513,17557,60230358,8604336.85714286,3771960.759014,10035384,50337,0,0,0,0,232,164,0.180911162,0.1315717542,0,589,48.25,141.711298439,20082.0921052632,0,0,0,1,0,0,0,0,0,50.7894736842,30.7272727273,78.375,232,0,0,0,0,0,0,11,338,8,627,8192,8190,10,20,74232.1666666667,103383.58464363,285263,31951,9964150.0,80183.0477544975,9998542,9800546,BENIGN,1,0.14389010876040464,,,
56626,61,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,196721.31147541,32786.8852459016,61.0,0.0,61,61,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,16393.4426229508,16393.4426229508,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,512,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.21138077679322415,,,
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.18907109533355826,,,
80,22199,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,540.5648903104,90.0941483851,22199.0,0.0,22199,22199,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,45.0470741925,45.0470741925,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,29200,16384,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.19974847061814333,,,
53,46422,1,1,50,87,50,50,50.0,0.0,87,87,87.0,0.0,2951.186937228,43.0830209814,46422.0,0.0,46422,46422,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,20,21.5415104907,21.5415104907,50,87,62.3333333333,21.36195996,456.3333333333,0,0,0,0,0,0,0,0,1,93.5,50.0,87.0,32,0,0,0,0,0,0,1,50,1,87,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2241314705812958,,,
38937,7366,15,6,19897,0,2896,0,1326.466667,1136.570208,0,0,0.0,0.0,2701194.678,2850.936736,368.3,1304.743576,5812,1,7366,526.1428571,1549.344817,5812,1,6122,1224.4,2732.810787,6113,1,0,0,0,0,496,208,2036.383383,814.5533532,0,2896,904.4090909,1122.979992,1261084.063,0,0,0,1,0,0,0,0,0,947.4761905,1326.466667,0.0,496,0,0,0,0,0,0,15,19897,6,0,29200,362,10,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.03969525396414941,,,
443,543025,17,11,886,4974,309,0,52.1176470588,90.6503463541,2836,0,452.1818181818,864.7680403648,10791.400027623,51.563003545,20112.037037037,34342.865646394,157388,4,543025,33939.0625,42761.2528900776,157388,4,394596,39459.6,60655.5563218335,195008,4,0,0,0,0,564,360,31.3061092952,20.2568942498,0,2836,202.0689655172,558.0873543397,311461.495073892,0,0,0,1,0,0,0,0,0,209.2857142857,52.1176470588,452.1818181818,564,0,0,0,0,0,0,17,886,11,4974,29200,357,7,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.16713401366982383,,,
53,160,2,2,72,194,36,36,36.0,0.0,97,97,97.0,0.0,1662500.0,25000.0,53.33333333,86.31531343,153,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,12500.0,12500.0,36,97,60.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,75.5,36.0,97.0,40,0,0,0,0,0,0,2,72,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2254515536441662,,,
47352,249,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,8032.1285140562,249.0,0.0,249,249,249,249.0,0.0,249,249,0,0.0,0.0,0,0,0,0,0,0,64,0,8032.1285140562,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,230,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22278273337348353,,,
53,30795,1,1,45,141,45,45,45.0,0.0,141,141,141.0,0.0,6039.9415489528,64.9456080533,30795.0,0.0,30795,30795,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.4728040266,32.4728040266,45,141,77.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,115.5,45.0,141.0,32,0,0,0,0,0,0,1,45,1,141,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.2227309931779073,,,
42156,3102079,1,5,1375,24,1375,1375,1375.0,0.0,6,0,4.8,2.683281573,450.9878697,1.934186718,620415.8,1380182.512,3089346,1,0,0.0,0.0,0,0,3100919,775229.75,1542753.803,3089346,1,1,0,0,0,20,112,0.322364453,1.611822265,0,1375,396.2857143,668.5927296,447016.2381,0,1,0,0,1,1,0,0,5,462.3333333,1375.0,4.8,20,0,0,0,0,0,0,1,1375,5,24,229,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.02750376434080859,,,
53,183,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,939890.7104,21857.9235,61.0,100.4589468,177,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10928.96175,10928.96175,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,40,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN,1,0.22964814860286997,,,
